P&ID_number,Type,Symbol_Class,Prefix,Q_id,Question,GT,Cypher
228,Value-Based,3,EF,5,Enumerate tags for 3 symbols that starts with EF as prefix?,['EF-31588'],"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
228,Value-Based,14,CV,9,"Given the start of tag CV, find all the tags of class 14  that satisifies the condition","['CV-30296', 'CV-99880']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
228,Value-Based,14,CV,8,What are the class 14 symbols with tags starting from CV?,"['CV-30296', 'CV-99880']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
228,Value-Based,27,RO,3,Enlist all class 27 symbols tags that start with RO?,"['RO-10 888', 'RO-10 482', 'RO-10 459', 'RO-10 927']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
228,Value-Based,26,GRP,7,Fetch all class 26 symbols tags that is prefix with GRP,"['GRP 256', 'GRP 456']","MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GRP 
RETURN s.tag"
228,Value-Based,1,AB,1,Can you give me a list of class 1 symbols' tags that starts with AB?,"['AB-15285', 'AB-77340', 'AB-49051', 'AB-20618', 'AB-03170']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
228,Value-Based,10,ST,18,Can you list all the tags of class 10 symbols where tags start with ST?,"['ST-01703', 'ST-73680', 'ST-03367', 'ST-58739']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
228,Value-Based,31,ZLO,11,Provide the list of 31 symbols' tags having ZLO in the beginning,"['ZLO 999', 'ZLO 191', 'ZLO 402', 'ZLO 678']","MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLO 
RETURN s.tag"
228,Value-Based,9,QR,14,Can you extract all tags from class 9 symbols having QR in the start?,"['QR-93159', 'QR-67463', 'QR-52961', 'QR-47434', 'QR-94013', 'QR-24048', 'QR-16937']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
228,Value-Based,3,EF,20,Enlist all class 3 symbols where the tag prefix matches EF,['EF-31588'],"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
228,Value-Based,29,DDL,19,Give me a list of tags belonging to class 29 symbols that start with DDL,['DDL 269'],"MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
228,Value-Based,13,AV,13,Find all tags of 13 symbols that begin with AV,"['AV-79154', 'AV-50234', 'AV-48164', 'AV-60142']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
228,Value-Based,27,RO,8,What are the class 27 symbols with tags starting from RO?,"['RO-10 888', 'RO-10 482', 'RO-10 459', 'RO-10 927']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
228,Value-Based,3,EF,20,Enlist all class 3 symbols where the tag prefix matches EF,['EF-31588'],"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
228,Value-Based,27,RO,4,List all tag for symbols classified as 27 that have RO in the start,"['RO-10 888', 'RO-10 482', 'RO-10 459', 'RO-10 927']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
228,Value-Based,16,RV,11,Provide the list of 16 symbols' tags having RV in the beginning,"['RV-19993', 'RV-42712', 'RV-56446', 'RV-56760']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
228,Value-Based,2,CD,6,Give me the class 2 symbols' tags that begin with CD,"['CD-45839', 'CD-22527']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
228,Value-Based,27,RO,4,List all tag for symbols classified as 27 that have RO in the start,"['RO-10 888', 'RO-10 482', 'RO-10 459', 'RO-10 927']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
228,Value-Based,14,CV,3,Enlist all class 14 symbols tags that start with CV?,"['CV-30296', 'CV-99880']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
228,Value-Based,29,DDL,19,Give me a list of tags belonging to class 29 symbols that start with DDL,['DDL 269'],"MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
228,Value-Based,8,OP,18,Can you list all the tags of class 8 symbols where tags start with OP?,"['OP-04572', 'OP-91940']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
228,Value-Based,26,GRP,17,Return all tags for symbols of class 26 with tags beginning with GRP,"['GRP 256', 'GRP 456']","MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GRP 
RETURN s.tag"
228,Value-Based,30,STA,14,Can you extract all tags from class 30 symbols having STA in the start?,"['STA', 'STA', 'STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
228,Value-Based,26,GI,9,"Given the start of tag GI, find all the tags of class 26  that satisifies the condition",['GI 772'],"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GI 
RETURN s.tag"
228,Value-Based,22,CS,19,Give me a list of tags belonging to class 22 symbols that start with CS,"['CS-53', 'CS-03', 'CS-27', 'CS-34', 'CS-94', 'CS-40', 'CS-11', 'CS-99']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
228,Value-Based,3,EF,20,Enlist all class 3 symbols where the tag prefix matches EF,['EF-31588'],"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
228,Value-Based,3,EF,15,List the tags for 3 symbols whose tags start from EF,['EF-31588'],"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
228,Value-Based,31,ZLO,8,What are the class 31 symbols with tags starting from ZLO?,"['ZLO 999', 'ZLO 191', 'ZLO 402', 'ZLO 678']","MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLO 
RETURN s.tag"
228,Value-Based,27,RO,17,Return all tags for symbols of class 27 with tags beginning with RO,"['RO-10 888', 'RO-10 482', 'RO-10 459', 'RO-10 927']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
228,Value-Based,2,CD,7,Fetch all class 2 symbols tags that is prefix with CD,"['CD-45839', 'CD-22527']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
228,Value-Based,27,RO,15,List the tags for 27 symbols whose tags start from RO,"['RO-10 888', 'RO-10 482', 'RO-10 459', 'RO-10 927']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
228,Value-Based,28,SDL,19,Give me a list of tags belonging to class 28 symbols that start with SDL,"['SDL 247', 'SDL 610']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
229,Value-Based,10,ST,6,Give me the class 10 symbols' tags that begin with ST,"['ST-71159', 'ST-93745']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
229,Value-Based,13,AV,9,"Given the start of tag AV, find all the tags of class 13  that satisifies the condition","['AV-71141', 'AV-40514', 'AV-54916', 'AV-60356']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
229,Value-Based,6,KL,10,Can you return a list of class 6 symbols tags beginning with KL?,"['KL-65297', 'KL-27583', 'KL-91429', 'KL-52270']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
229,Value-Based,11,UV,15,List the tags for 11 symbols whose tags start from UV,"['UV-31951', 'UV-17054', 'UV-97425', 'UV-83001', 'UV-25656', 'UV-67989', 'UV-95014']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
229,Value-Based,4,GH,6,Give me the class 4 symbols' tags that begin with GH,"['GH-14294', 'GH-73619', 'GH-42637', 'GH-84525', 'GH-24818']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
229,Value-Based,22,CS,5,Enumerate tags for 22 symbols that starts with CS as prefix?,"['CS-76', 'CS-79', 'CS-85', 'CS-72']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
229,Value-Based,15,DV,13,Find all tags of 15 symbols that begin with DV,"['DV-84202', 'DV-52065', 'DV-70117', 'DV-18711']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
229,Value-Based,26,GI,3,Enlist all class 26 symbols tags that start with GI?,['GI 429'],"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GI 
RETURN s.tag"
229,Value-Based,7,MN,13,Find all tags of 7 symbols that begin with MN,"['MN-68530', 'MN-32492', 'MN-27507', 'MN-24804']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
229,Value-Based,14,CV,9,"Given the start of tag CV, find all the tags of class 14  that satisifies the condition","['CV-56458', 'CV-74552', 'CV-36854']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
229,Value-Based,6,KL,7,Fetch all class 6 symbols tags that is prefix with KL,"['KL-65297', 'KL-27583', 'KL-91429', 'KL-52270']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
229,Value-Based,26,GI,1,Can you give me a list of class 26 symbols' tags that starts with GI?,['GI 429'],"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GI 
RETURN s.tag"
229,Value-Based,30,STA,19,Give me a list of tags belonging to class 30 symbols that start with STA,['STA'],"MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
229,Value-Based,16,RV,6,Give me the class 16 symbols' tags that begin with RV,"['RV-65948', 'RV-32738', 'RV-29745', 'RV-05648', 'RV-73682', 'RV-21794']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
229,Value-Based,15,DV,16,Enlist all the tags of class 15 symbols with DV as starting in their tags?,"['DV-84202', 'DV-52065', 'DV-70117', 'DV-18711']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
229,Value-Based,28,SDL,10,Can you return a list of class 28 symbols tags beginning with SDL?,"['SDL 699', 'SDL 743']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
229,Value-Based,1,AB,15,List the tags for 1 symbols whose tags start from AB,"['AB-38498', 'AB-25336', 'AB-27027']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
229,Value-Based,10,ST,9,"Given the start of tag ST, find all the tags of class 10  that satisifies the condition","['ST-71159', 'ST-93745']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
229,Value-Based,26,GI,16,Enlist all the tags of class 26 symbols with GI as starting in their tags?,['GI 429'],"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GI 
RETURN s.tag"
229,Value-Based,14,CV,12,Which tags of class 14 starts with CV?,"['CV-56458', 'CV-74552', 'CV-36854']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
229,Value-Based,10,ST,6,Give me the class 10 symbols' tags that begin with ST,"['ST-71159', 'ST-93745']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
229,Value-Based,12,WX,9,"Given the start of tag WX, find all the tags of class 12  that satisifies the condition","['WX-13576', 'WX-73512']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
229,Value-Based,4,GH,17,Return all tags for symbols of class 4 with tags beginning with GH,"['GH-14294', 'GH-73619', 'GH-42637', 'GH-84525', 'GH-24818']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
229,Value-Based,11,UV,14,Can you extract all tags from class 11 symbols having UV in the start?,"['UV-31951', 'UV-17054', 'UV-97425', 'UV-83001', 'UV-25656', 'UV-67989', 'UV-95014']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
229,Value-Based,3,EF,17,Return all tags for symbols of class 3 with tags beginning with EF,"['EF-84768', 'EF-55463']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
229,Value-Based,9,QR,10,Can you return a list of class 9 symbols tags beginning with QR?,"['QR-15024', 'QR-82456', 'QR-56275']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
229,Value-Based,31,ZLC,15,List the tags for 31 symbols whose tags start from ZLC,"['ZLC 358', 'ZLC 551']","MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLC 
RETURN s.tag"
229,Value-Based,22,CS,5,Enumerate tags for 22 symbols that starts with CS as prefix?,"['CS-76', 'CS-79', 'CS-85', 'CS-72']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
229,Value-Based,6,KL,19,Give me a list of tags belonging to class 6 symbols that start with KL,"['KL-65297', 'KL-27583', 'KL-91429', 'KL-52270']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
229,Value-Based,11,UV,15,List the tags for 11 symbols whose tags start from UV,"['UV-31951', 'UV-17054', 'UV-97425', 'UV-83001', 'UV-25656', 'UV-67989', 'UV-95014']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
229,Value-Based,3,EF,15,List the tags for 3 symbols whose tags start from EF,"['EF-84768', 'EF-55463']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
229,Value-Based,11,UV,18,Can you list all the tags of class 11 symbols where tags start with UV?,"['UV-31951', 'UV-17054', 'UV-97425', 'UV-83001', 'UV-25656', 'UV-67989', 'UV-95014']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
230,Value-Based,6,KL,2,Provide list of all class 6 symbols tags which begins with KL,"['KL-37335', 'KL-66113', 'KL-94547']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
230,Value-Based,31,ZLC,3,Enlist all class 31 symbols tags that start with ZLC?,"['ZLC 540', 'ZLC 217']","MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLC 
RETURN s.tag"
230,Value-Based,30,STA,14,Can you extract all tags from class 30 symbols having STA in the start?,"['STA', 'STA', 'STA', 'STA', 'STA', 'STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
230,Value-Based,14,CV,9,"Given the start of tag CV, find all the tags of class 14  that satisifies the condition","['CV-17292', 'CV-46904', 'CV-17043', 'CV-86546', 'CV-43242', 'CV-60155', 'CV-75781']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
230,Value-Based,22,CS,19,Give me a list of tags belonging to class 22 symbols that start with CS,"['CS-25', 'CS-84', 'CS-48', 'CS-51', 'CS-58', 'CS-92', 'CS-34']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
230,Value-Based,22,CS,9,"Given the start of tag CS, find all the tags of class 22  that satisifies the condition","['CS-25', 'CS-84', 'CS-48', 'CS-51', 'CS-58', 'CS-92', 'CS-34']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
230,Value-Based,8,OP,9,"Given the start of tag OP, find all the tags of class 8  that satisifies the condition","['OP-87401', 'OP-82422', 'OP-44992', 'OP-39131', 'OP-89633', 'OP-46318']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
230,Value-Based,26,GI,2,Provide list of all class 26 symbols tags which begins with GI,,"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GI 
RETURN s.tag"
230,Value-Based,12,WX,14,Can you extract all tags from class 12 symbols having WX in the start?,"['WX-42842', 'WX-30773', 'WX-18876', 'WX-67775', 'WX-05474', 'WX-72806', 'WX-95575']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
230,Value-Based,30,STA,19,Give me a list of tags belonging to class 30 symbols that start with STA,"['STA', 'STA', 'STA', 'STA', 'STA', 'STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
230,Value-Based,16,RV,17,Return all tags for symbols of class 16 with tags beginning with RV,"['RV-60343', 'RV-01052', 'RV-02586', 'RV-63310', 'RV-59056', 'RV-93726', 'RV-58135']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
230,Value-Based,13,AV,12,Which tags of class 13 starts with AV?,"['AV-74615', 'AV-62640', 'AV-83495', 'AV-07196', 'AV-21176', 'AV-07141', 'AV-29646', 'AV-16887', 'AV-08287', 'AV-78542']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
230,Value-Based,30,STA,1,Can you give me a list of class 30 symbols' tags that starts with STA?,"['STA', 'STA', 'STA', 'STA', 'STA', 'STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
230,Value-Based,4,GH,5,Enumerate tags for 4 symbols that starts with GH as prefix?,"['GH-84857', 'GH-55102', 'GH-90588', 'GH-26044', 'GH-52695']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
230,Value-Based,8,OP,11,Provide the list of 8 symbols' tags having OP in the beginning,"['OP-87401', 'OP-82422', 'OP-44992', 'OP-39131', 'OP-89633', 'OP-46318']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
230,Value-Based,6,KL,8,What are the class 6 symbols with tags starting from KL?,"['KL-37335', 'KL-66113', 'KL-94547']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
230,Value-Based,11,UV,5,Enumerate tags for 11 symbols that starts with UV as prefix?,"['UV-38637', 'UV-56158', 'UV-26072', 'UV-28784', 'UV-64448']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
230,Value-Based,16,RV,12,Which tags of class 16 starts with RV?,"['RV-60343', 'RV-01052', 'RV-02586', 'RV-63310', 'RV-59056', 'RV-93726', 'RV-58135']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
230,Value-Based,27,RO,5,Enumerate tags for 27 symbols that starts with RO as prefix?,"['RO-10 524', 'RO-10 638', 'RO-10 235', 'RO-10 532', 'RO-10 846']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
230,Value-Based,28,SDL,10,Can you return a list of class 28 symbols tags beginning with SDL?,['SDL 960'],"MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
230,Value-Based,26,GLR,19,Give me a list of tags belonging to class 26 symbols that start with GLR,['GLR 827'],"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GLR 
RETURN s.tag"
230,Value-Based,12,WX,11,Provide the list of 12 symbols' tags having WX in the beginning,"['WX-42842', 'WX-30773', 'WX-18876', 'WX-67775', 'WX-05474', 'WX-72806', 'WX-95575']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
230,Value-Based,2,CD,2,Provide list of all class 2 symbols tags which begins with CD,"['CD-49872', 'CD-46611', 'CD-64064', 'CD-19258']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
230,Value-Based,12,WX,5,Enumerate tags for 12 symbols that starts with WX as prefix?,"['WX-42842', 'WX-30773', 'WX-18876', 'WX-67775', 'WX-05474', 'WX-72806', 'WX-95575']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
230,Value-Based,16,RV,6,Give me the class 16 symbols' tags that begin with RV,"['RV-60343', 'RV-01052', 'RV-02586', 'RV-63310', 'RV-59056', 'RV-93726', 'RV-58135']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
230,Value-Based,8,OP,16,Enlist all the tags of class 8 symbols with OP as starting in their tags?,"['OP-87401', 'OP-82422', 'OP-44992', 'OP-39131', 'OP-89633', 'OP-46318']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
230,Value-Based,1,AB,11,Provide the list of 1 symbols' tags having AB in the beginning,"['AB-85316', 'AB-49333', 'AB-55790', 'AB-44563', 'AB-74345', 'AB-12275']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
230,Value-Based,15,DV,10,Can you return a list of class 15 symbols tags beginning with DV?,"['DV-81731', 'DV-68225', 'DV-31753', 'DV-74726', 'DV-41857', 'DV-79219', 'DV-01942']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
230,Value-Based,3,EF,1,Can you give me a list of class 3 symbols' tags that starts with EF?,['EF-79187'],"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
230,Value-Based,6,KL,17,Return all tags for symbols of class 6 with tags beginning with KL,"['KL-37335', 'KL-66113', 'KL-94547']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
230,Value-Based,12,WX,12,Which tags of class 12 starts with WX?,"['WX-42842', 'WX-30773', 'WX-18876', 'WX-67775', 'WX-05474', 'WX-72806', 'WX-95575']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
230,Value-Based,4,GH,5,Enumerate tags for 4 symbols that starts with GH as prefix?,"['GH-84857', 'GH-55102', 'GH-90588', 'GH-26044', 'GH-52695']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
231,Value-Based,22,CS,17,Return all tags for symbols of class 22 with tags beginning with CS,"['CS-42', 'CS-72', 'CS-41', 'CS-17', 'CS-41', 'CS-23', 'CS-89']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
